time,temperature_2m,precipitation,cloud_cover,wind_speed_10m
2023-12-05 18:00:00,5.9,0.0,100,13.3
2023-12-05 19:00:00,6.1,0.0,100,14.0
2023-12-05 20:00:00,6.4,0.0,100,13.8
2023-12-05 21:00:00,6.0,0.1,96,12.1
2023-12-05 22:00:00,5.9,0.0,100,12.2
2023-12-05 23:00:00,5.7,0.1,100,13.2
2023-12-06 00:00:00,5.9,0.0,100,13.7
2023-12-06 01:00:00,5.7,0.0,34,12.9
2023-12-06 02:00:00,6.1,0.0,100,11.2
2023-12-06 03:00:00,5.8,0.0,19,11.6
2023-12-06 04:00:00,4.7,0.0,9,10.7
2023-12-06 05:00:00,3.7,0.0,21,9.4
2023-12-06 06:00:00,3.5,0.0,99,7.2
2023-12-06 07:00:00,3.5,0.0,93,6.0
2023-12-06 08:00:00,3.1,0.0,91,6.8
2023-12-06 09:00:00,3.3,0.0,59,7.2
2023-12-06 10:00:00,4.4,0.0,57,8.2
2023-12-06 11:00:00,5.7,0.0,1,5.1
2023-12-06 12:00:00,6.8,0.0,13,4.1
2023-12-06 13:00:00,7.5,0.0,82,3.3
2023-12-06 14:00:00,7.8,0.0,72,3.1
2023-12-06 15:00:00,7.8,0.0,88,1.8
2023-12-06 16:00:00,7.3,0.0,100,1.0
2023-12-06 17:00:00,4.9,0.0,97,6.3
2023-12-06 18:00:00,4.4,0.0,98,6.1
2023-12-06 19:00:00,4.0,0.0,99,6.3
2023-12-06 20:00:00,3.9,0.0,100,8.4
2023-12-06 21:00:00,3.5,0.0,100,8.4
2023-12-06 22:00:00,3.6,0.0,100,6.5
2023-12-06 23:00:00,2.7,0.0,100,6.8
2023-12-07 00:00:00,3.1,0.0,100,7.5
2023-12-07 01:00:00,2.9,0.0,100,7.2
2023-12-07 02:00:00,3.1,0.0,100,8.4
2023-12-07 03:00:00,3.2,0.0,100,7.6
2023-12-07 04:00:00,3.2,0.0,100,11.9
2023-12-07 05:00:00,2.7,0.0,100,13.3
2023-12-07 06:00:00,2.9,0.0,100,15.3
2023-12-07 07:00:00,2.4,0.0,84,15.5
2023-12-07 08:00:00,2.3,0.0,100,14.1
2023-12-07 09:00:00,3.3,0.0,100,16.3
2023-12-07 10:00:00,3.9,0.0,100,18.8
2023-12-07 11:00:00,4.9,0.0,100,19.3
2023-12-07 12:00:00,5.8,0.0,100,18.5
2023-12-07 13:00:00,6.2,0.0,100,17.2
2023-12-07 14:00:00,5.3,0.0,100,16.3
2023-12-07 15:00:00,5.5,0.7,100,17.6
2023-12-07 16:00:00,5.7,0.2,100,18.5
2023-12-07 17:00:00,5.7,0.0,100,17.9
2023-12-07 18:00:00,5.8,0.1,100,16.4
2023-12-07 19:00:00,5.8,0.3,100,18.1
2023-12-07 20:00:00,5.6,0.8,100,18.4
2023-12-07 21:00:00,5.8,0.8,100,18.3
2023-12-07 22:00:00,6.1,2.3,100,18.9
2023-12-07 23:00:00,6.2,2.8,100,13.7
2023-12-08 00:00:00,6.5,2.5,100,8.6
2023-12-08 01:00:00,6.7,0.3,100,8.9
2023-12-08 02:00:00,6.1,0.2,100,9.7
2023-12-08 03:00:00,6.1,0.0,100,10.3
2023-12-08 04:00:00,6.1,0.0,100,8.7
2023-12-08 05:00:00,5.7,0.0,100,6.7
2023-12-08 06:00:00,5.7,0.0,100,7.1
2023-12-08 07:00:00,5.4,0.0,100,7.4
2023-12-08 08:00:00,5.8,0.0,100,8.2
2023-12-08 09:00:00,6.2,0.0,100,7.1
2023-12-08 10:00:00,7.2,0.0,100,9.7
2023-12-08 11:00:00,7.6,0.0,100,11.0
2023-12-08 12:00:00,8.4,0.0,100,11.3
2023-12-08 13:00:00,8.9,0.0,100,12.0
2023-12-08 14:00:00,10.2,0.0,100,11.0
2023-12-08 15:00:00,10.6,0.0,60,10.8
2023-12-08 16:00:00,10.4,0.0,99,9.6
2023-12-08 17:00:00,9.2,0.0,17,9.2
2023-12-08 18:00:00,7.8,0.0,2,9.4
2023-12-08 19:00:00,7.2,0.0,3,11.7
2023-12-08 20:00:00,6.8,0.0,0,11.8
2023-12-08 21:00:00,6.6,0.0,2,12.6
2023-12-08 22:00:00,6.6,0.0,0,14.1
2023-12-08 23:00:00,6.6,0.0,0,15.0
2023-12-09 00:00:00,6.8,0.0,61,16.9
2023-12-09 01:00:00,6.8,0.0,7,16.9
2023-12-09 02:00:00,6.9,0.0,100,16.4
2023-12-09 03:00:00,6.6,0.0,87,17.0
2023-12-09 04:00:00,6.7,0.0,100,18.5
2023-12-09 05:00:00,7.0,0.1,100,19.5
2023-12-09 06:00:00,7.3,0.2,100,19.8
2023-12-09 07:00:00,7.7,0.5,100,20.9
2023-12-09 08:00:00,8.0,3.1,100,22.7
2023-12-09 09:00:00,8.3,3.1,100,27.5
2023-12-09 10:00:00,8.8,1.9,100,33.2
2023-12-09 11:00:00,9.5,8.7,100,35.4
2023-12-09 12:00:00,10.6,0.5,100,38.3
2023-12-09 13:00:00,11.5,0.1,100,33.1
2023-12-09 14:00:00,12.6,2.1,100,28.0
2023-12-09 15:00:00,14.2,0.2,100,28.4
2023-12-09 16:00:00,14.3,1.3,100,25.3
2023-12-09 17:00:00,13.8,3.3,82,29.6
2023-12-09 18:00:00,12.6,0.1,30,31.5
2023-12-09 19:00:00,11.2,0.0,100,32.9
2023-12-09 20:00:00,10.9,0.1,97,31.8
2023-12-09 21:00:00,10.7,0.0,13,31.3
2023-12-09 22:00:00,9.9,0.0,17,31.8
2023-12-09 23:00:00,9.5,0.0,38,29.3
2023-12-10 00:00:00,9.4,0.0,8,29.7
2023-12-10 01:00:00,9.3,0.0,8,27.6
2023-12-10 02:00:00,9.3,0.0,27,26.8
2023-12-10 03:00:00,9.1,0.0,96,23.3
2023-12-10 04:00:00,9.0,0.0,57,19.3
2023-12-10 05:00:00,8.7,0.0,100,20.7
2023-12-10 06:00:00,9.0,0.0,46,20.3
2023-12-10 07:00:00,7.6,0.0,30,19.1
2023-12-10 08:00:00,7.1,0.0,92,19.9
2023-12-10 09:00:00,7.5,0.0,100,18.9
2023-12-10 10:00:00,8.4,0.0,100,16.4
2023-12-10 11:00:00,9.9,0.0,100,23.5
2023-12-10 12:00:00,10.5,0.0,100,28.4
2023-12-10 13:00:00,11.5,0.0,100,33.0
2023-12-10 14:00:00,11.6,0.8,100,25.7
2023-12-10 15:00:00,11.3,0.1,100,29.3
2023-12-10 16:00:00,11.6,0.0,100,31.7
2023-12-10 17:00:00,12.0,0.1,100,32.9
2023-12-10 18:00:00,12.5,0.0,100,30.6
2023-12-10 19:00:00,13.0,0.1,100,26.1
2023-12-10 20:00:00,13.4,0.4,100,28.0
2023-12-10 21:00:00,13.2,0.3,100,25.1
2023-12-10 22:00:00,13.0,0.0,100,23.8
2023-12-10 23:00:00,12.4,0.0,91,23.3
2023-12-11 00:00:00,11.3,0.0,100,22.6
2023-12-11 01:00:00,11.0,0.0,100,22.7
2023-12-11 02:00:00,10.9,0.0,100,21.3
2023-12-11 03:00:00,10.7,0.0,100,19.5
2023-12-11 04:00:00,11.1,0.0,100,19.7
2023-12-11 05:00:00,11.2,0.0,100,19.0
2023-12-11 06:00:00,11.0,0.0,100,20.3
2023-12-11 07:00:00,10.7,0.0,100,20.5
2023-12-11 08:00:00,10.7,0.0,100,19.3
2023-12-11 09:00:00,10.2,0.0,100,16.3
2023-12-11 10:00:00,10.7,0.0,100,16.4
2023-12-11 11:00:00,11.6,0.0,49,19.0
2023-12-11 12:00:00,12.6,0.0,76,18.6
2023-12-11 13:00:00,13.1,0.0,100,23.4
2023-12-11 14:00:00,12.7,0.0,100,15.9
2023-12-11 15:00:00,12.6,0.0,100,14.1
2023-12-11 16:00:00,11.9,0.0,100,9.0
2023-12-11 17:00:00,9.7,0.0,100,7.1
2023-12-11 18:00:00,9.1,0.0,100,8.2
2023-12-11 19:00:00,9.1,0.0,100,8.9
2023-12-11 20:00:00,9.0,0.0,100,9.1
2023-12-11 21:00:00,8.8,0.0,100,10.3
2023-12-11 22:00:00,8.7,0.0,100,10.8
2023-12-11 23:00:00,8.9,0.0,100,11.8
2023-12-12 00:00:00,9.0,0.0,100,10.2
2023-12-12 01:00:00,9.1,0.0,100,12.1
2023-12-12 02:00:00,9.4,3.3,100,9.1
2023-12-12 03:00:00,9.7,2.6,100,4.5
2023-12-12 04:00:00,10.6,0.0,100,5.8
2023-12-12 05:00:00,10.6,0.0,100,9.3
2023-12-12 06:00:00,10.5,0.2,100,11.2
2023-12-12 07:00:00,10.7,0.1,92,10.5
2023-12-12 08:00:00,10.7,0.0,100,13.9
2023-12-12 09:00:00,11.8,0.0,100,15.9
2023-12-12 10:00:00,12.0,0.0,100,17.4
2023-12-12 11:00:00,12.4,0.0,100,20.4
2023-12-12 12:00:00,13.0,0.0,100,23.9
2023-12-12 13:00:00,12.9,0.1,99,23.8
2023-12-12 14:00:00,12.8,0.1,100,21.7
2023-12-12 15:00:00,12.5,0.0,100,20.4
2023-12-12 16:00:00,12.3,0.0,99,21.1
2023-12-12 17:00:00,11.4,0.0,66,24.2
2023-12-12 18:00:00,10.7,0.0,3,20.9
2023-12-12 19:00:00,10.0,0.0,4,22.2
2023-12-12 20:00:00,9.6,0.0,8,20.4
2023-12-12 21:00:00,9.5,0.0,8,20.7
2023-12-12 22:00:00,9.3,0.0,19,20.9
2023-12-12 23:00:00,9.6,0.0,100,19.6
2023-12-13 00:00:00,10.1,0.0,79,19.9
2023-12-13 01:00:00,9.6,0.0,21,17.1
2023-12-13 02:00:00,9.4,0.3,21,17.7
2023-12-13 03:00:00,8.6,0.0,10,15.0
2023-12-13 04:00:00,8.0,0.0,5,13.7
2023-12-13 05:00:00,7.7,0.0,3,14.6
2023-12-13 06:00:00,7.5,0.0,18,13.2
2023-12-13 07:00:00,7.1,0.0,29,11.5
2023-12-13 08:00:00,6.8,0.0,32,10.9
2023-12-13 09:00:00,7.0,0.0,93,12.4
2023-12-13 10:00:00,8.0,0.0,99,14.5
2023-12-13 11:00:00,8.9,0.6,100,15.5
2023-12-13 12:00:00,9.1,0.4,99,16.2
2023-12-13 13:00:00,9.6,0.0,94,15.6
2023-12-13 14:00:00,10.0,0.5,94,15.0
2023-12-13 15:00:00,9.2,0.2,94,17.4
2023-12-13 16:00:00,8.9,0.0,95,15.2
2023-12-13 17:00:00,7.8,0.1,100,12.4
2023-12-13 18:00:00,8.0,0.0,69,14.5
2023-12-13 19:00:00,7.5,0.0,86,15.9
2023-12-13 20:00:00,7.5,0.0,95,14.2
2023-12-13 21:00:00,7.0,0.0,14,14.0
2023-12-13 22:00:00,6.5,0.0,71,15.3
2023-12-13 23:00:00,6.8,0.0,89,16.6
2023-12-14 00:00:00,7.5,0.1,100,19.3
2023-12-14 01:00:00,8.2,0.0,100,22.2
2023-12-14 02:00:00,8.3,0.0,100,23.2
2023-12-14 03:00:00,8.1,0.0,100,22.4
2023-12-14 04:00:00,8.1,0.0,100,20.7
2023-12-14 05:00:00,7.9,0.0,100,19.9
2023-12-14 06:00:00,8.1,0.0,100,21.3
2023-12-14 07:00:00,7.8,0.0,100,18.2
2023-12-14 08:00:00,7.4,0.0,91,15.8
2023-12-14 09:00:00,7.1,0.0,100,16.3
2023-12-14 10:00:00,7.7,0.0,100,18.4
2023-12-14 11:00:00,7.9,0.0,100,17.3
2023-12-14 12:00:00,8.3,0.0,100,17.9
2023-12-14 13:00:00,8.4,0.0,100,17.2
2023-12-14 14:00:00,8.0,0.0,100,15.6
2023-12-14 15:00:00,7.6,0.0,100,13.1
2023-12-14 16:00:00,7.4,0.0,100,8.8
2023-12-14 17:00:00,7.1,0.0,100,7.2
2023-12-14 18:00:00,7.0,0.0,100,6.8
2023-12-14 19:00:00,7.0,0.0,100,9.2
2023-12-14 20:00:00,7.0,0.1,100,9.7
2023-12-14 21:00:00,7.1,0.1,100,9.9
2023-12-14 22:00:00,7.1,0.0,100,9.2
2023-12-14 23:00:00,7.3,0.0,100,9.5
2023-12-15 00:00:00,7.5,0.0,100,9.4
2023-12-15 01:00:00,7.6,0.1,100,9.7
2023-12-15 02:00:00,7.5,0.0,100,8.5
2023-12-15 03:00:00,7.5,0.0,100,6.6
2023-12-15 04:00:00,7.7,0.0,100,8.5
2023-12-15 05:00:00,7.8,0.0,100,10.1
2023-12-15 06:00:00,7.6,0.0,100,8.7
2023-12-15 07:00:00,7.3,0.0,100,7.2
2023-12-15 08:00:00,7.4,0.0,100,7.2
2023-12-15 09:00:00,7.4,0.0,100,6.5
2023-12-15 10:00:00,7.8,0.0,100,5.0
2023-12-15 11:00:00,8.5,0.0,100,7.7
2023-12-15 12:00:00,9.0,0.0,100,7.7
2023-12-15 13:00:00,9.4,0.1,100,8.8
2023-12-15 14:00:00,9.4,0.6,100,8.2
2023-12-15 15:00:00,9.6,0.0,100,5.5
2023-12-15 16:00:00,9.3,0.0,100,3.6
2023-12-15 17:00:00,7.4,0.0,98,6.9
2023-12-15 18:00:00,6.4,0.0,100,6.2
2023-12-15 19:00:00,6.3,0.0,100,7.6
2023-12-15 20:00:00,6.0,0.0,99,6.9
2023-12-15 21:00:00,4.8,0.0,99,7.1
2023-12-15 22:00:00,4.0,0.0,76,9.5
2023-12-15 23:00:00,4.5,0.0,97,7.0
2023-12-16 00:00:00,4.4,0.0,65,7.1
2023-12-16 01:00:00,4.0,0.0,61,6.1
2023-12-16 02:00:00,5.6,0.0,96,4.9
2023-12-16 03:00:00,4.8,0.0,10,4.3
2023-12-16 04:00:00,3.5,0.0,7,6.2
2023-12-16 05:00:00,3.6,0.0,31,6.0
2023-12-16 06:00:00,4.4,0.0,1,5.2
2023-12-16 07:00:00,3.2,0.0,0,6.2
2023-12-16 08:00:00,1.7,0.0,0,8.3
2023-12-16 09:00:00,1.3,0.0,0,8.8
2023-12-16 10:00:00,4.2,0.0,0,6.6
2023-12-16 11:00:00,6.6,0.0,0,4.2
2023-12-16 12:00:00,8.4,0.0,0,1.8
2023-12-16 13:00:00,9.4,0.0,0,2.9
2023-12-16 14:00:00,9.9,0.0,0,3.1
2023-12-16 15:00:00,9.8,0.0,0,2.4
2023-12-16 16:00:00,9.3,0.0,0,2.4
2023-12-16 17:00:00,6.4,0.0,1,6.4
2023-12-16 18:00:00,4.6,0.0,1,8.0
2023-12-16 19:00:00,4.6,0.0,1,7.3
2023-12-16 20:00:00,4.4,0.0,0,8.3
2023-12-16 21:00:00,3.6,0.0,0,7.0
2023-12-16 22:00:00,3.1,0.0,0,6.6
2023-12-16 23:00:00,2.5,0.0,0,6.0
2023-12-17 00:00:00,1.5,0.0,0,8.4
2023-12-17 01:00:00,1.7,0.0,0,6.6
2023-12-17 02:00:00,1.9,0.0,93,4.0
2023-12-17 03:00:00,1.8,0.0,100,1.1
2023-12-17 04:00:00,1.6,0.0,100,4.3
2023-12-17 05:00:00,1.7,0.0,100,7.7
2023-12-17 06:00:00,1.6,0.0,100,8.7
2023-12-17 07:00:00,1.8,0.0,100,7.8
2023-12-17 08:00:00,1.8,0.0,100,8.6
2023-12-17 09:00:00,1.8,0.0,100,9.0
2023-12-17 10:00:00,2.2,0.0,100,11.9
2023-12-17 11:00:00,3.0,0.0,100,11.8
2023-12-17 12:00:00,4.2,0.0,100,8.5
2023-12-17 13:00:00,5.1,0.0,87,6.0
2023-12-17 14:00:00,7.0,0.0,5,3.7
2023-12-17 15:00:00,7.3,0.0,5,5.5
2023-12-17 16:00:00,6.6,0.0,8,8.4
2023-12-17 17:00:00,5.0,0.0,0,8.2
2023-12-17 18:00:00,3.4,0.0,0,7.2
2023-12-17 19:00:00,3.4,0.0,0,7.6
2023-12-17 20:00:00,3.2,0.0,0,7.3
2023-12-17 21:00:00,2.5,0.0,0,6.8
2023-12-17 22:00:00,2.1,0.0,0,6.6
2023-12-17 23:00:00,1.8,0.0,0,6.4
2023-12-18 00:00:00,1.3,0.0,0,7.2
2023-12-18 01:00:00,1.1,0.0,0,6.3
2023-12-18 02:00:00,1.1,0.0,100,5.7
2023-12-18 03:00:00,1.7,0.0,100,5.9
2023-12-18 04:00:00,2.0,0.0,100,7.7
2023-12-18 05:00:00,2.0,0.0,100,7.5
2023-12-18 06:00:00,2.0,0.0,100,7.1
2023-12-18 07:00:00,2.0,0.0,100,9.0
2023-12-18 08:00:00,1.7,0.0,100,8.4
2023-12-18 09:00:00,1.3,0.0,85,8.4
2023-12-18 10:00:00,1.2,0.0,99,9.9
2023-12-18 11:00:00,1.7,0.0,100,9.8
2023-12-18 12:00:00,2.2,0.0,100,9.8
2023-12-18 13:00:00,2.8,0.0,100,10.7
2023-12-18 14:00:00,1.6,0.0,100,9.2
2023-12-18 15:00:00,2.3,0.0,99,11.0
2023-12-18 16:00:00,2.9,0.0,97,11.0
2023-12-18 17:00:00,2.4,0.0,88,7.5
2023-12-18 18:00:00,2.6,0.0,100,10.6
2023-12-18 19:00:00,3.3,0.0,100,11.9
2023-12-18 20:00:00,3.8,0.0,100,11.6
2023-12-18 21:00:00,3.9,0.0,100,12.4
2023-12-18 22:00:00,3.8,0.0,99,13.6
2023-12-18 23:00:00,3.5,0.0,100,13.9
2023-12-19 00:00:00,3.9,0.0,100,14.8
2023-12-19 01:00:00,4.2,0.0,100,15.0
2023-12-19 02:00:00,3.9,0.0,100,13.4
2023-12-19 03:00:00,4.2,0.0,100,14.0
2023-12-19 04:00:00,4.5,0.0,100,14.8
2023-12-19 05:00:00,4.9,0.0,100,16.6
2023-12-19 06:00:00,4.9,0.0,100,17.9
2023-12-19 07:00:00,4.9,0.0,100,18.0
2023-12-19 08:00:00,5.3,0.0,100,19.5
2023-12-19 09:00:00,5.2,0.0,100,17.8
2023-12-19 10:00:00,6.3,0.0,100,20.8
2023-12-19 11:00:00,7.8,0.0,100,24.0
2023-12-19 12:00:00,8.7,0.0,100,25.2
2023-12-19 13:00:00,8.8,0.0,100,21.4
2023-12-19 14:00:00,8.8,0.0,100,20.9
2023-12-19 15:00:00,8.6,0.0,100,23.7
2023-12-19 16:00:00,8.8,0.0,100,23.6
2023-12-19 17:00:00,8.9,0.1,100,22.5
2023-12-19 18:00:00,9.1,0.4,100,23.7
2023-12-19 19:00:00,9.2,0.3,100,25.2
2023-12-19 20:00:00,9.3,0.8,100,24.7
2023-12-19 21:00:00,9.7,0.6,100,22.5
2023-12-19 22:00:00,10.1,0.7,100,19.0
2023-12-19 23:00:00,9.2,0.3,100,16.4
2023-12-20 00:00:00,8.8,0.0,100,15.8
2023-12-20 01:00:00,8.7,0.0,100,18.1
2023-12-20 02:00:00,8.0,0.0,100,17.6
2023-12-20 03:00:00,7.4,0.0,100,18.3
2023-12-20 04:00:00,7.2,0.0,89,17.6
2023-12-20 05:00:00,6.4,0.0,18,14.6
2023-12-20 06:00:00,5.3,0.0,14,12.3
2023-12-20 07:00:00,4.9,0.0,20,12.8
2023-12-20 08:00:00,4.9,0.0,2,14.3
2023-12-20 09:00:00,4.9,0.0,44,14.8
2023-12-20 10:00:00,6.3,0.0,13,16.4
2023-12-20 11:00:00,7.8,0.0,55,19.8
2023-12-20 12:00:00,8.9,0.0,60,17.9
2023-12-20 13:00:00,9.5,0.0,67,16.9
2023-12-20 14:00:00,9.3,0.0,100,22.6
2023-12-20 15:00:00,8.9,0.0,100,18.8
2023-12-20 16:00:00,8.8,0.0,100,17.6
2023-12-20 17:00:00,9.0,0.0,100,19.0
2023-12-20 18:00:00,9.1,0.0,100,20.4
2023-12-20 19:00:00,9.3,0.0,100,20.3
2023-12-20 20:00:00,9.4,0.0,100,19.2
2023-12-20 21:00:00,9.3,0.0,100,20.0
2023-12-20 22:00:00,9.4,0.0,100,20.5
2023-12-20 23:00:00,9.5,0.0,100,21.1
2023-12-21 00:00:00,9.9,0.0,100,22.3
2023-12-21 01:00:00,9.9,0.0,100,21.3
2023-12-21 02:00:00,9.6,0.1,100,20.8
2023-12-21 03:00:00,9.7,0.1,100,22.0
2023-12-21 04:00:00,10.0,0.0,100,22.4
2023-12-21 05:00:00,10.4,0.0,100,24.3
2023-12-21 06:00:00,10.6,0.0,100,25.0
2023-12-21 07:00:00,10.7,0.0,100,26.0
2023-12-21 08:00:00,10.7,0.0,100,28.0
2023-12-21 09:00:00,11.0,0.1,100,28.0
2023-12-21 10:00:00,11.3,0.0,100,27.6
2023-12-21 11:00:00,11.5,0.2,100,27.6
2023-12-21 12:00:00,11.7,0.1,100,28.2
2023-12-21 13:00:00,12.0,0.0,100,29.2
2023-12-21 14:00:00,11.2,0.1,100,31.0
2023-12-21 15:00:00,11.1,0.1,100,28.7
2023-12-21 16:00:00,11.2,0.0,100,27.7
2023-12-21 17:00:00,11.3,0.0,100,27.9
2023-12-21 18:00:00,11.1,0.0,100,27.6
2023-12-21 19:00:00,11.0,0.0,99,27.3
2023-12-21 20:00:00,10.9,0.0,100,26.9
2023-12-21 21:00:00,10.9,0.0,100,27.0
2023-12-21 22:00:00,10.7,0.0,100,27.4
2023-12-21 23:00:00,10.4,0.0,97,26.0
2023-12-22 00:00:00,9.8,0.0,100,24.6
2023-12-22 01:00:00,9.5,0.0,100,23.9
2023-12-22 02:00:00,10.6,0.0,100,24.2
2023-12-22 03:00:00,10.5,0.0,100,25.9
2023-12-22 04:00:00,9.6,0.0,100,22.2
2023-12-22 05:00:00,9.9,0.0,100,23.5
2023-12-22 06:00:00,10.4,0.0,100,23.4
2023-12-22 07:00:00,10.5,0.0,100,25.9
2023-12-22 08:00:00,10.7,0.1,100,26.2
2023-12-22 09:00:00,10.8,0.2,100,27.1
2023-12-22 10:00:00,10.8,0.4,99,28.3
2023-12-22 11:00:00,11.0,0.1,100,29.8
2023-12-22 12:00:00,11.0,0.2,100,30.8
2023-12-22 13:00:00,10.9,0.1,100,25.6
2023-12-22 14:00:00,10.3,0.0,100,28.5
2023-12-22 15:00:00,10.6,0.0,100,26.4
2023-12-22 16:00:00,10.4,0.0,100,25.7
2023-12-22 17:00:00,10.2,0.0,100,25.1
2023-12-22 18:00:00,9.8,0.0,100,24.3
2023-12-22 19:00:00,9.4,0.0,100,23.5
2023-12-22 20:00:00,9.4,0.0,100,23.5
2023-12-22 21:00:00,9.7,0.0,100,24.5
2023-12-22 22:00:00,9.7,0.0,100,25.3
2023-12-22 23:00:00,9.8,0.0,100,23.2
2023-12-23 00:00:00,9.7,0.0,100,20.6
2023-12-23 01:00:00,9.8,0.0,100,19.4
2023-12-23 02:00:00,9.0,0.0,100,20.5
2023-12-23 03:00:00,9.0,0.0,100,20.4
2023-12-23 04:00:00,9.0,0.0,100,20.2
2023-12-23 05:00:00,9.0,0.0,99,20.3
2023-12-23 06:00:00,9.0,0.0,57,21.5
2023-12-23 07:00:00,8.1,0.0,90,20.4
2023-12-23 08:00:00,8.2,0.0,100,20.1
2023-12-23 09:00:00,8.8,0.0,100,20.5
2023-12-23 10:00:00,9.6,0.0,100,20.6
2023-12-23 11:00:00,10.3,0.0,100,21.7
2023-12-23 12:00:00,11.1,0.0,100,22.7
2023-12-23 13:00:00,11.9,0.1,93,20.2
2023-12-23 14:00:00,11.3,0.1,83,22.6
2023-12-23 15:00:00,11.4,0.1,99,20.0
2023-12-23 16:00:00,10.7,0.1,100,19.6
2023-12-23 17:00:00,10.2,0.0,71,19.3
2023-12-23 18:00:00,9.9,0.0,100,19.6
2023-12-23 19:00:00,10.0,0.0,100,20.3
2023-12-23 20:00:00,10.5,0.0,100,21.9
2023-12-23 21:00:00,10.7,0.0,100,21.8
2023-12-23 22:00:00,10.7,0.0,100,19.8
2023-12-23 23:00:00,10.0,0.0,100,17.1
2023-12-24 00:00:00,10.4,0.0,100,21.4
2023-12-24 01:00:00,10.4,0.0,100,21.4
2023-12-24 02:00:00,9.8,0.0,100,21.1
2023-12-24 03:00:00,9.8,0.0,100,22.9
2023-12-24 04:00:00,9.6,0.0,100,23.7
2023-12-24 05:00:00,9.5,0.0,4,23.4
2023-12-24 06:00:00,8.4,0.0,84,23.1
2023-12-24 07:00:00,8.8,0.0,100,25.1
2023-12-24 08:00:00,9.5,0.0,100,25.1
2023-12-24 09:00:00,9.9,0.0,100,23.4
2023-12-24 10:00:00,10.1,0.2,100,24.0
2023-12-24 11:00:00,10.3,0.0,95,24.2
2023-12-24 12:00:00,11.1,0.0,98,24.3
2023-12-24 13:00:00,11.4,0.0,40,20.9
2023-12-24 14:00:00,10.8,0.0,100,25.3
2023-12-24 15:00:00,11.0,0.0,99,25.8
2023-12-24 16:00:00,11.4,0.0,96,24.1
2023-12-24 17:00:00,11.2,0.0,99,22.0
2023-12-24 18:00:00,11.1,0.0,99,21.4
2023-12-24 19:00:00,10.5,0.0,100,21.0
2023-12-24 20:00:00,10.4,0.0,100,22.1
2023-12-24 21:00:00,10.3,0.0,100,23.4
2023-12-24 22:00:00,10.7,0.0,100,24.1
2023-12-24 23:00:00,11.0,0.0,100,24.8
2023-12-25 00:00:00,11.4,0.0,100,24.2
2023-12-25 01:00:00,11.3,0.0,99,23.2
2023-12-25 02:00:00,11.4,0.0,100,23.2
2023-12-25 03:00:00,11.2,0.0,100,23.9
2023-12-25 04:00:00,11.4,0.0,100,23.7
2023-12-25 05:00:00,11.4,0.0,100,24.4
2023-12-25 06:00:00,11.5,0.0,100,25.5
2023-12-25 07:00:00,11.4,0.0,100,24.5
2023-12-25 08:00:00,11.1,0.0,100,23.8
2023-12-25 09:00:00,11.0,0.0,100,22.7
2023-12-25 10:00:00,11.4,0.0,100,22.1
2023-12-25 11:00:00,11.5,0.0,100,22.3
2023-12-25 12:00:00,11.9,0.0,100,19.1
2023-12-25 13:00:00,12.8,0.0,100,27.5
2023-12-25 14:00:00,11.8,0.0,100,19.7
2023-12-25 15:00:00,11.8,0.0,100,20.7
2023-12-25 16:00:00,11.8,0.0,100,19.1
2023-12-25 17:00:00,11.5,0.0,99,21.4
2023-12-25 18:00:00,11.4,0.0,100,23.2
2023-12-25 19:00:00,11.3,0.0,100,20.9
2023-12-25 20:00:00,10.7,0.0,98,20.1
2023-12-25 21:00:00,11.0,0.0,100,20.6
2023-12-25 22:00:00,11.1,0.0,100,21.0
2023-12-25 23:00:00,10.9,0.0,100,21.6
2023-12-26 00:00:00,10.8,0.0,100,21.0
2023-12-26 01:00:00,10.7,0.0,100,22.2
2023-12-26 02:00:00,10.9,0.0,100,22.2
2023-12-26 03:00:00,10.6,0.0,100,22.6
2023-12-26 04:00:00,10.0,0.0,100,22.5
2023-12-26 05:00:00,10.2,0.0,100,23.0
2023-12-26 06:00:00,10.4,0.0,100,22.0
2023-12-26 07:00:00,10.3,0.0,100,20.3
2023-12-26 08:00:00,10.4,0.0,100,19.0
2023-12-26 09:00:00,10.5,0.0,100,17.9
2023-12-26 10:00:00,10.9,0.0,100,15.8
2023-12-26 11:00:00,11.3,0.0,100,13.7
2023-12-26 12:00:00,11.5,0.0,100,12.3
2023-12-26 13:00:00,11.6,0.0,100,13.0
2023-12-26 14:00:00,11.0,0.0,100,12.2
2023-12-26 15:00:00,11.1,0.0,100,12.7
2023-12-26 16:00:00,10.9,0.0,100,11.2
2023-12-26 17:00:00,10.6,0.1,100,8.5
2023-12-26 18:00:00,10.5,0.1,100,8.7
2023-12-26 19:00:00,10.6,0.1,100,9.9
2023-12-26 20:00:00,10.7,0.1,100,12.0
2023-12-26 21:00:00,10.6,0.0,100,14.8
2023-12-26 22:00:00,10.4,0.0,100,16.6
2023-12-26 23:00:00,10.1,0.1,100,15.8
2023-12-27 00:00:00,9.6,0.0,100,14.7
2023-12-27 01:00:00,8.7,0.0,100,13.3
2023-12-27 02:00:00,9.6,0.0,100,13.9
2023-12-27 03:00:00,9.7,0.0,100,14.6
2023-12-27 04:00:00,9.6,0.0,100,15.5
2023-12-27 05:00:00,9.5,0.0,100,16.2
2023-12-27 06:00:00,9.5,0.0,100,17.1
